Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Required_Education,Experience_Required_Years,Job_Openings_2024,Projected_Openings_2030,Remote_Work_Ratio_,Automation_Risk_,Location,Gender_Diversity_
Chartered accountant,Manufacturing,Decreasing,Low,75021.26,Bachelors Degree,17,9910,3408,48.7,63.89,China,75.24
Therapeutic radiographer,IT,Increasing,High,81387.77,Associate Degree,8,1236,6028,99.97,52.59,China,77.84
Environmental consultant,Healthcare,Decreasing,Moderate,73108,Bachelors Degree,7,8939,4970,66.37,64.19,UK,24.79
"Editor, film/video",Education,Increasing,Moderate,58932.93,High School,18,255,3063,54.74,93.72,China,23.82
Air cabin crew,Healthcare,Decreasing,Moderate,56668.87,Associate Degree,10,6953,2953,42.62,54.63,Canada,74.02
Site engineer,IT,Decreasing,Moderate,88203.44,Masters Degree,3,8440,151,80.33,32.98,Germany,72.68
Sales promotion account executive,Manufacturing,Increasing,Moderate,53694.42,Masters Degree,4,6583,9682,45.37,63.26,India,57.84
Contractor,Transportation,Increasing,High,58060.52,Masters Degree,3,6986,9616,61.56,73.42,Canada,44.47
Mental health nurse,Finance,Increasing,Low,120521.99,PhD,20,1625,9691,95.26,26.34,China,78.09
Engineering geologist,Education,Increasing,High,97030.81,PhD,20,678,6204,79.03,38.84,Canada,66.29
"Production designer, theatre/television/film",Retail,Decreasing,Low,57678.49,Masters Degree,11,5710,2924,36.61,45.63,Brazil,51.98
Land,Transportation,Decreasing,Moderate,48543.48,Associate Degree,8,4860,7278,49.65,100,Canada,44.89
"Restaurant manager, fast food",Finance,Decreasing,Moderate,75380.3,Masters Degree,3,7125,934,79,61.34,Canada,23.17
Actor,Manufacturing,Decreasing,High,55957.88,High School,14,9922,8897,50.72,84.95,Australia,55.8
Health promotion specialist,Transportation,Decreasing,Moderate,107415.52,PhD,17,8565,9268,72,46.52,USA,57.96
Control and instrumentation engineer,Manufacturing,Decreasing,Low,47932.04,Bachelors Degree,6,8894,4302,45.76,58.44,China,48.86
Hospital pharmacist,Manufacturing,Decreasing,Low,45157.62,Associate Degree,1,9235,5407,63.76,60.47,China,44.04
Materials engineer,Retail,Increasing,High,79036.61,Masters Degree,14,4890,8757,67.63,63.17,USA,66.77
Quantity surveyor,Healthcare,Increasing,High,79440.03,Associate Degree,16,3730,5287,48.3,72.82,Germany,20.66
"Engineer, energy",Manufacturing,Increasing,High,98879.4,Masters Degree,17,406,4656,73.16,51.98,Brazil,76.69
"Administrator, charities/voluntary organisations",Retail,Increasing,Moderate,67319.15,Masters Degree,15,2989,6965,66.31,48.81,China,59.05
Medical illustrator,IT,Decreasing,Low,96889.64,Bachelors Degree,16,5551,4970,75.74,12.78,USA,53.28
"Psychologist, forensic",Manufacturing,Decreasing,Moderate,51232.63,Masters Degree,1,9025,9267,47.66,50.43,China,65.53
Chiropodist,Healthcare,Decreasing,Low,70446.51,Associate Degree,5,8436,2565,65.89,47.92,Germany,47.24
Orthoptist,Transportation,Decreasing,Moderate,79901.89,Masters Degree,13,810,1097,50.79,48.49,Germany,40.26
Medical physicist,Entertainment,Decreasing,Moderate,32380.36,Associate Degree,0,8291,333,62.98,70.76,Canada,79.13
Sports development officer,Manufacturing,Increasing,High,87721.5,Bachelors Degree,19,6667,9350,39.42,58.83,USA,49.31
"Scientist, forensic",Retail,Decreasing,Moderate,28000,Associate Degree,0,4964,4798,67.94,73.92,Brazil,23.94
"Scientist, audiological",Finance,Decreasing,Moderate,70511.55,High School,16,9014,7130,56.19,87.09,UK,50.62
Recruitment consultant,Education,Increasing,Low,89136.13,Masters Degree,18,2030,8072,35.17,36.33,China,35.67
Advertising copywriter,Finance,Increasing,High,52778.9,High School,6,2157,9334,72.92,80.06,Australia,74.2
Phytotherapist,Finance,Decreasing,Low,100822.69,PhD,9,6008,2663,100,37.96,Australia,42.33
Primary school teacher,Retail,Decreasing,Moderate,86168.76,PhD,12,4338,1621,77.88,33.88,Germany,64.18
Operational researcher,Healthcare,Decreasing,Moderate,92301.7,Masters Degree,13,7626,8012,69.31,43.65,USA,79.84
Therapeutic radiographer,Finance,Decreasing,High,107166.07,Bachelors Degree,18,9522,1287,94.22,57.87,Germany,49.72
Field seismologist,Finance,Decreasing,Moderate,75582.89,High School,18,4630,6766,69.29,84.39,UK,45.79
Mudlogger,Retail,Increasing,Low,35429.83,Associate Degree,14,5747,9932,30.93,69.81,UK,35.25
Futures trader,IT,Decreasing,High,88310.47,High School,18,6044,5684,99.88,77.49,UK,55.86
"Engineer, mining",Finance,Increasing,Moderate,73870.44,PhD,3,2977,5229,100,41.89,Canada,70.54
Medical laboratory scientific officer,Healthcare,Decreasing,Moderate,79937.57,High School,14,4347,1571,35.4,70.48,Brazil,56.31
"Scientist, marine",Entertainment,Increasing,Low,96446.17,PhD,8,983,8253,65.06,46.24,India,61.01
Site engineer,Manufacturing,Increasing,Low,74974.38,Associate Degree,20,5172,9888,50.08,66.04,UK,31.44
Speech and language therapist,Manufacturing,Increasing,Moderate,75264.31,Masters Degree,12,3345,6051,43.65,62.47,USA,33.13
Lawyer,Finance,Decreasing,Moderate,78449.25,Associate Degree,8,6498,6657,61.83,74.64,India,33.9
Clinical psychologist,Transportation,Increasing,High,64555.81,High School,14,627,8017,54.14,63.82,India,50.68
Tax inspector,Manufacturing,Increasing,Moderate,84398.2,Associate Degree,20,4001,6997,50.57,68.88,India,57.13
Biomedical engineer,Transportation,Increasing,Moderate,96886.2,Associate Degree,20,2706,6322,46.21,83.58,India,50.84
Pathologist,Education,Increasing,Moderate,39007.44,High School,12,136,6749,48.43,88.94,Brazil,26.44
Nutritional therapist,Entertainment,Decreasing,High,77067.27,Bachelors Degree,12,2365,3322,54.93,78.17,Australia,62.74
"Scientist, product/process development",Healthcare,Decreasing,Moderate,89791.34,Associate Degree,15,8383,2533,57.77,41.73,UK,46.97
"Designer, ceramics/pottery",Manufacturing,Decreasing,Moderate,87930.96,Bachelors Degree,18,9577,7518,74.29,65.3,UK,56.46
Counsellor,Transportation,Increasing,Low,77566.43,Bachelors Degree,14,4491,7427,70.01,70,USA,31.28
Herbalist,Entertainment,Decreasing,Low,60976.93,High School,20,5797,6362,61.91,65.41,Brazil,52.46
Environmental manager,Transportation,Decreasing,High,32110.64,High School,2,9720,6570,43.04,81.22,UK,79.71
Hydrologist,Healthcare,Decreasing,Low,73070.53,Masters Degree,4,6941,3015,48.46,53.67,India,51.9
Electronics engineer,Education,Decreasing,Moderate,28000,Associate Degree,0,5181,748,42.81,62.87,UK,57.1
Event organiser,Manufacturing,Decreasing,Low,65154.35,PhD,2,1083,967,75.25,47.16,Australia,56.51
Systems developer,Entertainment,Decreasing,Low,69462.44,PhD,0,2442,201,73.5,13.24,China,20.87
Passenger transport manager,IT,Decreasing,Low,91223.8,Bachelors Degree,11,826,621,60.37,33.6,USA,27.15
"Journalist, magazine",Education,Decreasing,High,54357.34,High School,19,5137,988,65,94.64,USA,38.8
Ambulance person,Entertainment,Decreasing,Moderate,58607.44,Associate Degree,4,2137,2082,56.91,61.98,China,70.86
Chartered public finance accountant,Manufacturing,Increasing,High,63759.37,Masters Degree,2,4562,6472,59.32,64.57,Brazil,67.23
Hotel manager,Healthcare,Decreasing,High,43500.79,Associate Degree,4,6293,4060,69.56,73.28,USA,20.31
Surgeon,Entertainment,Decreasing,Moderate,28000,High School,2,6127,5568,54.17,74.32,USA,79.08
"Designer, interior/spatial",Education,Decreasing,Low,83430.45,PhD,11,6177,5916,48.69,37.76,Canada,41.75
Armed forces training and education officer,Finance,Decreasing,High,62971.1,Bachelors Degree,2,9853,6375,74.65,83.04,China,43.77
Phytotherapist,Education,Decreasing,Low,58812.66,Bachelors Degree,4,5873,4490,59.33,63.22,UK,77.63
Hospital doctor,IT,Decreasing,High,111498.87,PhD,10,8970,5155,94.73,39.1,Canada,26.06
"Engineer, petroleum",Education,Increasing,Moderate,77414.47,PhD,9,7280,9897,71.24,42.66,China,60.02
Hospital doctor,Healthcare,Decreasing,High,42237.53,High School,3,7808,5723,84.61,70.84,Brazil,23.41
Geographical information systems officer,Entertainment,Decreasing,High,78248.82,Bachelors Degree,15,9433,4910,74.82,78.69,Canada,77.77
"Geologist, engineering",Healthcare,Decreasing,Low,71565.48,High School,11,2076,2044,36.6,52.23,USA,62.83
Editorial assistant,Education,Increasing,Moderate,30177.83,Associate Degree,4,761,5918,53.93,80.01,Brazil,48.1
Health and safety inspector,IT,Decreasing,High,97187.02,Bachelors Degree,16,2271,777,81.64,60.49,Canada,32.55
Insurance claims handler,Education,Decreasing,Low,45641.14,High School,19,8210,4052,53.98,67.13,China,27.76
"Production assistant, television",Manufacturing,Decreasing,Moderate,39656.85,Associate Degree,7,431,1096,38.07,71.64,Canada,21.24
Occupational hygienist,Retail,Increasing,Low,34885.97,High School,7,1562,3895,28.39,71.63,Germany,26.42
"Scientist, clinical (histocompatibility and immunogenetics)",Transportation,Increasing,Moderate,99128.55,PhD,15,5202,6577,41.76,23.56,India,21.98
"Engineer, civil (consulting)",Retail,Increasing,Moderate,82676,Masters Degree,17,497,8173,21.88,53.79,Brazil,36.28
"Psychologist, counselling",IT,Decreasing,High,88565.77,Associate Degree,11,2719,4125,72,64.95,Germany,32.17
Fashion designer,Transportation,Decreasing,High,62247.96,Masters Degree,0,4174,1101,90.79,54.72,USA,36.68
Land/geomatics surveyor,Transportation,Decreasing,Moderate,36817.09,Associate Degree,2,6885,2702,46.06,68.52,Australia,67.65
Environmental education officer,Retail,Decreasing,High,28000,High School,0,2301,4188,54.55,85.01,Brazil,63.89
Retail merchandiser,Finance,Decreasing,High,105394.98,Bachelors Degree,20,6837,5545,69.6,64.69,China,24.73
Armed forces operational officer,Retail,Increasing,High,53436.32,Bachelors Degree,11,804,2055,43.91,70.25,Australia,49.35
"Teacher, music",Entertainment,Increasing,Low,44241.64,Bachelors Degree,0,965,3032,41.01,63.18,USA,65.11
Air cabin crew,Transportation,Decreasing,High,70877.97,Associate Degree,19,8223,5238,43.64,61.69,USA,50.74
"Presenter, broadcasting",Healthcare,Increasing,Low,110538.73,PhD,10,3837,8894,61.62,38.98,China,31.64
"Lecturer, higher education",Healthcare,Increasing,Low,78809.74,PhD,3,7651,9130,78.39,31.67,Brazil,44.79
"Psychotherapist, child",IT,Increasing,High,71971.83,Associate Degree,15,1467,9258,100,69.05,Canada,72.4
Management consultant,Transportation,Decreasing,High,43908.15,Associate Degree,8,8400,3221,62.95,80.45,USA,36.94
"Buyer, retail",Retail,Decreasing,Low,40356.22,High School,11,6774,2253,61.03,68.22,USA,42.65
Industrial buyer,Entertainment,Decreasing,Moderate,74344.52,PhD,7,7694,7140,56.25,67.36,India,43.17
Intelligence analyst,Finance,Increasing,High,75089.4,Bachelors Degree,11,1558,6531,100,62.9,USA,57.49
Petroleum engineer,Entertainment,Decreasing,Low,76587.39,Bachelors Degree,14,5719,3918,44.58,50.34,Canada,50.21
"Engineer, drilling",Retail,Decreasing,Moderate,28000,Associate Degree,2,5321,972,52.01,64.89,Canada,39.02
Further education lecturer,Education,Decreasing,Moderate,91759.33,Masters Degree,20,6739,1087,52.98,53.77,India,45.78
Technical author,Healthcare,Decreasing,Low,58568.51,Associate Degree,6,4260,524,68.08,68.39,China,25.93
Health service manager,Retail,Decreasing,Low,91057.6,PhD,11,9337,2079,55.36,22.27,Canada,64.95
"Doctor, general practice",Healthcare,Decreasing,Low,106846.98,Masters Degree,20,7695,6370,61.51,22.72,USA,72.58
"Scientist, clinical (histocompatibility and immunogenetics)",Transportation,Increasing,Moderate,51946.5,Associate Degree,13,602,4071,67.06,60.82,Brazil,58.18
Structural engineer,Healthcare,Decreasing,High,39239.53,High School,6,6252,985,34.04,83.88,USA,72.84
Garment/textile technologist,Retail,Decreasing,High,79098.27,PhD,5,4520,2219,71.06,59.84,UK,77.94
Retail merchandiser,Transportation,Increasing,High,70952.36,Bachelors Degree,6,1373,1509,61.15,54.14,Canada,34.89
Ambulance person,Transportation,Decreasing,Low,85296.58,PhD,3,8701,8416,49.8,39.61,Germany,63.53
Health visitor,Manufacturing,Decreasing,Moderate,75823.33,PhD,6,8339,3465,53.57,58.89,Brazil,62.75
Special effects artist,Finance,Increasing,Moderate,61088.49,High School,9,3079,5076,78.27,82.77,UK,36.09
Architect,IT,Increasing,Low,83848.61,Bachelors Degree,13,2946,7814,89.21,46.12,Germany,21.97
Emergency planning/management officer,Entertainment,Increasing,High,60522.59,Bachelors Degree,10,3474,9273,77.58,56.72,Germany,73.59
Chief Operating Officer,Finance,Decreasing,High,53108.67,Associate Degree,3,7142,5899,100,66.26,Brazil,52.23
Chief Marketing Officer,Finance,Decreasing,Moderate,86701.7,Bachelors Degree,9,6263,4707,74.78,60.76,Brazil,20.98
Contractor,Retail,Decreasing,High,28000,High School,2,9856,9947,88.3,100,UK,20.11
"Investment banker, corporate",Transportation,Decreasing,Moderate,86583.98,Bachelors Degree,20,1239,2867,49.15,84.79,Brazil,42.64
Glass blower/designer,Healthcare,Decreasing,High,55885.75,Associate Degree,4,7799,1919,80.52,67.84,Germany,68.33
"Engineer, maintenance",Retail,Decreasing,Low,43812.95,Masters Degree,0,3834,1780,80.56,55.13,Canada,60.43
Special effects artist,Manufacturing,Increasing,Moderate,55079.84,Masters Degree,2,4146,8000,43.9,84.48,Australia,35.88
"Scientist, audiological",Finance,Decreasing,High,86101.48,PhD,7,9525,7852,70.92,68.11,Canada,69.88
Geoscientist,Manufacturing,Increasing,Low,99254.81,PhD,12,2030,5793,63.81,48.89,UK,36.38
Equities trader,IT,Increasing,Low,60107.83,High School,8,637,1499,93.58,49.07,UK,72.56
Ship broker,Manufacturing,Decreasing,High,115770.81,Masters Degree,20,9303,6406,59.41,74.81,UK,65.54
Firefighter,Retail,Decreasing,Moderate,56834,Masters Degree,8,7125,2554,59.68,66.91,Canada,45.67
Veterinary surgeon,Manufacturing,Decreasing,Low,71485.21,Masters Degree,10,6830,5037,65.66,41.98,China,35.52
Barrister,Manufacturing,Decreasing,Low,41575.27,Associate Degree,3,4059,511,29.57,83.53,UK,37.23
"Administrator, arts",Healthcare,Decreasing,High,93869.59,Associate Degree,20,5637,7695,54.7,88.17,Brazil,53.25
IT trainer,Healthcare,Decreasing,Moderate,45439.79,Associate Degree,4,4503,3384,40.87,67.18,Brazil,31.76
"Accountant, chartered public finance",Healthcare,Decreasing,Low,94896.28,Masters Degree,11,7687,6137,53.5,35.41,Canada,75.63
Analytical chemist,Transportation,Increasing,High,83639.84,Associate Degree,18,758,9989,33.84,82.26,Australia,64.04
Government social research officer,IT,Decreasing,Low,104057.73,PhD,8,5547,3253,72.34,38.36,Brazil,42.81
Learning disability nurse,IT,Increasing,Low,57686.6,High School,2,2968,5902,84.88,53.75,Australia,28.01
TEFL teacher,Healthcare,Decreasing,Moderate,90825.11,Associate Degree,20,3213,5447,50.97,77.4,Australia,47.94
Advice worker,IT,Decreasing,Moderate,88681.74,Associate Degree,16,2010,1361,100,54.09,India,35.52
Senior tax professional/tax inspector,Transportation,Increasing,Low,56684.01,Masters Degree,3,1247,3192,53.29,42.58,Australia,54.58
Nature conservation officer,Retail,Increasing,High,55824.16,Bachelors Degree,8,1873,4385,67.23,64.17,China,28.36
Electronics engineer,IT,Decreasing,Moderate,112863.82,Masters Degree,17,8950,1386,100,43.56,India,74.97
Field seismologist,Transportation,Increasing,High,74103.84,PhD,4,1701,2406,64.69,56.51,USA,37.72
Housing manager/officer,Manufacturing,Increasing,Moderate,84445.67,Bachelors Degree,12,1813,6224,59.67,63.38,Australia,20.98
Computer games developer,Transportation,Decreasing,High,53705.49,Bachelors Degree,6,9223,1151,74.45,58.26,Australia,24.65
Banker,Retail,Increasing,High,63665.7,Associate Degree,20,2200,7373,72.99,76.74,Germany,44.19
Microbiologist,Finance,Decreasing,High,96018.13,Bachelors Degree,16,8162,6153,95.07,60.71,Brazil,33.7
Psychiatric nurse,Healthcare,Increasing,Low,132759.04,PhD,19,4413,7984,82.92,2.15,UK,42.63
"Optician, dispensing",Education,Increasing,Low,93972.33,PhD,12,1924,7782,64.96,27.05,Australia,59.53
Medical sales representative,Retail,Decreasing,Low,54511.44,Masters Degree,3,8214,8945,42.74,52.94,Germany,72.08
Air broker,Education,Increasing,High,47212.98,High School,12,1617,5686,54.74,78.77,Australia,79.17
Advertising account planner,Retail,Decreasing,Moderate,59736.3,Bachelors Degree,11,6985,8035,46.01,69.37,India,38.77
"Merchandiser, retail",Retail,Decreasing,Low,71687.11,Bachelors Degree,17,4578,1578,74.78,43.31,Brazil,50.54
Sales promotion account executive,Retail,Decreasing,Low,66097.87,PhD,5,6814,2667,57.96,43.19,Germany,30.49
Graphic designer,Finance,Decreasing,Moderate,63309.94,Masters Degree,4,1197,453,100,54.12,USA,48.37
Pharmacologist,Retail,Decreasing,Moderate,28000,Bachelors Degree,1,543,573,43.97,67.5,China,52.89
Hotel manager,Retail,Decreasing,High,63738.19,Associate Degree,12,1899,3535,37.31,89.41,Brazil,40.58
Chief Financial Officer,IT,Decreasing,High,74084.22,High School,13,9817,1916,76.81,67.74,Canada,44.36
IT trainer,Healthcare,Increasing,Low,117108.54,Masters Degree,17,314,6586,39.34,24.8,Canada,45.68
Lexicographer,Healthcare,Decreasing,High,54708.89,Bachelors Degree,6,4599,4478,67.8,61.74,UK,47.99
Jewellery designer,Finance,Increasing,High,55747.83,High School,9,5266,8547,98.29,95.44,Germany,54.24
Chartered public finance accountant,IT,Increasing,Low,104551.95,Masters Degree,10,2030,9247,97.76,28.88,Germany,71.15
Financial trader,Entertainment,Decreasing,Moderate,58576.18,Masters Degree,7,2140,2123,79.98,61.01,India,58.39
Bookseller,Manufacturing,Decreasing,High,43344.05,High School,13,1181,969,60.35,100,India,32.92
Broadcast presenter,Retail,Increasing,Moderate,56159.11,PhD,7,2189,9704,55.77,63.87,China,31.29
"Nurse, learning disability",Retail,Increasing,High,79298.95,Associate Degree,20,680,7595,54.68,65.38,USA,64.92
Race relations officer,Finance,Increasing,High,65883.28,Bachelors Degree,8,6066,9105,87.94,87.51,Canada,24.93
Cytogeneticist,Retail,Decreasing,Moderate,50035.64,Associate Degree,11,6471,7724,70.84,70.82,Germany,72.02
Mudlogger,Education,Increasing,Moderate,70752.31,Bachelors Degree,18,1208,8914,57.31,71.07,USA,77.04
Contractor,Retail,Increasing,High,28000,Associate Degree,6,271,9435,36.66,100,USA,62.8
"Administrator, arts",Finance,Decreasing,Low,63523.57,High School,14,6521,3351,60.04,84.57,USA,25.07
Holiday representative,Manufacturing,Decreasing,Moderate,28661.54,High School,4,8994,5234,47.24,96.85,Brazil,57.02
"Loss adjuster, chartered",Healthcare,Decreasing,Moderate,106096.94,Masters Degree,20,9451,9929,59.87,42.8,India,33.87
Textile designer,Manufacturing,Decreasing,Low,79154.01,Masters Degree,9,3876,1833,39.03,44.65,USA,27.66
Herbalist,Manufacturing,Decreasing,Moderate,33776.8,High School,0,6460,7811,66.8,64.2,China,29.11
Acupuncturist,IT,Decreasing,Moderate,66139.34,Masters Degree,0,6726,4321,86.05,14.7,India,30.6
